url_length,hyphen_count,dot_count,digit_count,entropy,subdomain_depth,has_https,is_ip_address,has_at_symbol,path_length,query_param_count,special_char_count,brand_impersonation_score,brand_matched_count,brand_keyword_hit_count,brand_typosquat_hit_count,brand_has_action_word,tld_risk_score,tld_known,idn_is_homograph,idn_confusable_count,idn_risk_score,idn_punycode_flag,dns_resolves,dns_a_record_count,dns_has_aaaa,dns_has_mx,whois_domain_age_days,whois_recently_registered,whois_privacy_protected,whois_found,ssl_valid,ssl_self_signed,ssl_days_until_expiry,ssl_expired,visual_similarity_score,dom_credential_form_detected,aggregate_lexical_risk_score,whois_registrar_was_missing,whois_domain_age_days_was_missing,ssl_days_until_expiry_was_missing,ssl_issuer_was_missing,ssl_expired_was_missing,visual_similarity_score_was_missing,dom_credential_form_detected_was_missing,category_was_missing,tld_freq,whois_registrar_freq,category_freq,ssl_issuer_google_trust_services,ssl_issuer_let's_encrypt,ssl_issuer_digicert_inc,ssl_issuer_amazon,ssl_issuer_globalsign_nv_sa,ssl_issuer_sectigo_limited,ssl_issuer_godaddycom_inc,ssl_issuer_godaddycom,ssl_issuer_hellenic_academic_and_research_institutions_ca,ssl_issuer_microsoft_corporation,ssl_issuer_other,ssl_issuer_missing
26,0,2,2,3.4548,1,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,0,2753.0,0,0,1,1,0,128.0,0,0.25,0,0.2191,0,0,0,0,0,0,0,1,0.001444,0.0033,0.778259,0,0,0,0,0,0,0,1,0,0,0,0
35,0,1,3,3.6645,0,1,0,0,13,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,1,7835.0,0,0,1,1,0,54.0,0,0.3125,0,0.1183,0,0,0,0,0,0,0,1,0.358292,0.0033,0.778259,0,0,1,0,0,0,0,0,0,0,0,0
37,2,2,2,3.7534,1,1,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.2134,1,1,1,1,1,1,1,0,0.099216,0.573432,0.10396,0,0,0,0,0,0,0,0,0,0,0,1
40,0,1,0,3.5766,0,1,0,0,13,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,0,0,0,1,6428.0,0,1,1,0,0,-1.0,-1,-1.0,-1,0.1165,0,0,1,1,1,1,1,1,0.358292,0.018152,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
26,0,1,0,3.4194,0,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,0,0,0,0,6.0,1,0,1,0,0,-1.0,-1,-1.0,-1,0.1134,0,0,1,1,1,1,1,1,0.358292,0.002269,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
40,1,1,0,3.375,0,1,0,0,16,0,0,0.0833,1,0,1,0,0.15,1,0,0,0.0,0,0,0,0,1,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.1458,1,1,1,1,1,1,1,0,0.358292,0.573432,0.02764,0,0,0,0,0,0,0,0,0,0,0,1
22,0,2,0,2.9312,1,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,1,-1.0,0,0,0,1,0,68.0,0,0.25,0,0.2086,1,1,0,0,0,0,0,1,0.000825,0.573432,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
31,0,2,0,2.6635,1,1,0,0,12,0,0,0.0,0,0,0,0,0.02,1,0,0,0.0,0,1,1,0,0,13609.0,0,0,1,1,0,100.0,0,0.1875,0,0.0593,1,0,0,0,0,0,0,1,0.005157,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,1,0
35,1,1,2,3.5466,0,1,0,0,14,0,0,0.0,0,0,0,0,0.1,1,0,0,0.0,0,0,0,0,0,5802.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.1009,0,0,1,1,1,1,1,1,0.024959,0.044554,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
23,0,1,0,3.3232,0,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,1,7220.0,0,1,1,1,0,36.0,0,0.1875,0,0.1115,0,0,0,0,0,0,0,1,0.358292,0.000619,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
38,1,2,0,3.8981,1,0,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,78.0,0,0.3125,0,0.2163,1,1,0,0,0,0,0,0,0.099216,0.573432,0.10396,1,0,0,0,0,0,0,0,0,0,0,0
43,0,3,0,3.8214,2,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,0,0.4375,0,0.1214,1,1,1,1,0,0,0,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
64,1,2,2,3.9754,1,1,0,0,35,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,84.0,0,0.1875,0,0.2295,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
32,0,1,0,2.7219,0,1,0,0,14,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,3,0,1,5151.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.2044,0,0,1,1,1,1,1,1,0.003094,0.007838,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
51,1,2,6,4.1232,1,1,0,0,13,0,0,0.0,0,0,0,0,0.28,1,0,0,0.0,0,1,4,0,0,-1.0,0,0,0,1,0,51.0,0,0.1875,0,0.1665,1,1,0,0,0,0,0,1,0.045998,0.573432,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
34,0,1,0,3.1219,0,1,0,0,7,1,2,0.0,0,0,0,0,0.22,1,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.1284,1,1,1,1,1,1,1,1,0.042492,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
31,0,3,0,3.3816,2,0,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,0,0,-1.0,0,-1.0,-1,0.206,1,1,1,1,0,1,1,0,0.099216,0.573432,0.10396,0,0,0,0,0,0,0,0,0,0,0,1
44,2,2,2,4.1313,1,1,0,0,5,0,0,0.0833,1,0,1,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.2659,1,1,1,1,1,1,1,0,0.110974,0.573432,0.02764,0,0,0,0,0,0,0,0,0,0,0,1
290,0,3,4,4.3588,2,1,0,0,9,1,2,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,86.0,0,0.0312,0,0.2372,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
32,0,1,0,3.3232,0,1,0,0,9,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,1,10794.0,0,0,1,1,0,31.0,0,0.25,0,0.1115,0,0,0,0,0,0,0,1,0.358292,0.009488,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
25,0,2,0,3.0131,1,0,0,0,0,0,0,0.0,0,0,0,0,0.1,1,0,0,0.0,0,1,1,0,0,9501.0,0,1,1,1,0,56.0,0,0.25,0,0.0903,0,0,0,0,0,0,0,1,0.024959,0.007426,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
22,0,1,0,3.3249,0,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,1,9245.0,0,0,1,1,0,22.0,0,0.125,0,0.1115,0,0,0,0,0,0,0,1,0.358292,0.063325,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
24,0,1,0,3.3219,0,1,0,0,6,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.2164,1,1,1,1,1,1,1,1,0.004332,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
24,0,1,0,2.9219,0,1,0,0,6,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,1,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.1034,1,1,1,1,1,1,1,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
24,0,1,0,3.1219,0,1,0,0,6,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,1,9884.0,0,0,1,1,0,36.0,0,0.3125,0,0.1074,0,0,0,0,0,0,0,1,0.358292,0.00887,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
151,0,2,0,3.7035,1,1,0,0,0,1,2,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,180.0,0,1,1,0,0,-1.0,-1,-1.0,-1,0.1191,0,0,1,1,1,1,1,1,0.358292,0.007838,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
38,0,1,0,3.3249,0,1,0,0,16,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,1,3358.0,0,1,1,0,0,-1.0,-1,0.0312,0,0.1115,0,0,1,1,1,0,0,1,0.358292,0.001444,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
36,0,1,0,3.0272,0,1,0,0,17,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,1,7624.0,0,0,1,1,0,183.0,0,0.0312,0,0.2105,0,0,0,0,0,0,0,1,0.02269,0.014026,0.778259,0,0,0,0,1,0,0,0,0,0,0,0
36,2,2,0,3.6764,1,1,0,0,0,0,0,0.0833,1,0,1,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,37.0,0,0.5,0,0.2568,1,1,0,0,0,0,0,0,0.110974,0.573432,0.02764,1,0,0,0,0,0,0,0,0,0,0,0
21,0,2,0,2.8554,1,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,5,0,0,9753.0,0,0,1,1,0,20.0,0,0.25,0,0.2071,0,0,0,0,0,0,0,1,0.005982,0.000206,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
19,0,1,0,3.0272,0,1,0,0,0,0,0,0.1667,1,0,1,0,0.7,1,0,0,0.0,0,1,3,0,1,-1.0,0,0,0,1,0,69.0,0,0.1875,0,0.3372,1,1,0,0,0,0,0,0,0.004744,0.573432,0.02764,1,0,0,0,0,0,0,0,0,0,0,0
42,4,2,0,3.8444,1,0,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,49.0,0,0.5,0,0.2269,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
32,0,1,0,3.3347,0,1,0,0,11,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,1,4747.0,0,0,1,1,0,50.0,0,0.3125,0,0.1117,0,0,0,0,0,0,0,1,0.358292,0.0033,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
81,1,2,2,3.9754,1,1,0,0,52,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,84.0,0,0.1875,0,0.2295,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
22,1,1,0,3.0931,0,1,0,0,0,0,0,0.0,0,0,0,1,0.15,1,0,0,0.0,0,1,2,0,1,-1.0,0,0,0,1,0,86.0,0,0.3125,0,0.1069,1,1,0,0,0,0,0,1,0.358292,0.573432,0.778259,0,0,1,0,0,0,0,0,0,0,0,0
37,0,2,0,3.3464,1,1,0,0,9,0,0,0.0,0,0,0,0,0.3,1,0,0,0.0,0,1,1,0,0,254.0,0,1,1,0,0,-1.0,-1,0.0312,0,0.1569,0,0,1,1,1,0,0,1,0.008251,0.000206,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
78,1,2,2,3.9754,1,1,0,0,49,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,84.0,0,0.1875,0,0.2295,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
61,0,2,0,2.8731,1,1,0,0,40,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,0,57.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.2075,0,0,1,1,1,1,1,1,0.004332,0.003507,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
27,0,2,0,3.4613,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,4,0,0,11188.0,0,0,1,1,0,72.0,0,0.125,0,0.1142,0,0,0,0,0,0,0,1,0.358292,0.063325,0.778259,0,0,0,1,0,0,0,0,0,0,0,0
42,0,3,0,4.0797,2,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,0,7470.0,0,0,1,0,0,-1.0,-1,0.1875,0,0.1266,0,0,1,1,1,0,0,1,0.358292,0.044554,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
30,0,1,0,3.368,0,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.1124,1,1,1,1,1,1,1,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
52,1,2,4,4.1852,1,1,0,0,15,0,0,0.0,0,0,0,0,0.28,1,0,0,0.0,0,1,4,0,0,-1.0,0,0,0,1,0,51.0,0,0.1875,0,0.1677,1,1,0,0,0,0,0,1,0.045998,0.573432,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
26,0,2,0,3.2639,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,0,9039.0,0,1,1,1,0,196.0,0,0.25,0,0.1103,0,0,0,0,0,0,0,1,0.358292,0.007426,0.778259,0,0,0,1,0,0,0,0,0,0,0,0
78,1,1,0,3.1281,0,1,0,0,6,2,4,0.0,0,0,0,0,0.15,1,0,0,0.0,0,0,0,0,0,2.0,1,0,1,0,0,-1.0,-1,-1.0,-1,0.1076,0,0,1,1,1,1,1,1,0.358292,0.016295,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
16,0,1,0,2.75,0,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,1,7323.0,0,0,1,1,0,88.0,0,0.25,0,0.205,0,0,0,0,0,0,0,1,0.02269,0.014026,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
32,0,2,0,3.2842,1,1,0,0,3,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,0,5029.0,0,1,1,1,0,80.0,0,0.3125,0,0.1107,0,0,0,0,0,0,0,1,0.358292,0.035479,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
116,0,3,0,3.1307,2,1,0,0,36,1,2,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,0,95.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.2126,0,0,1,1,1,1,1,1,0.004332,0.004125,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
39,0,2,0,3.7185,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,1,0,53.0,0,0.1875,0,0.1194,1,1,0,0,0,0,0,1,0.358292,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
53,0,1,0,3.1219,0,1,0,0,35,0,0,0.0,0,0,0,0,0.22,1,0,0,0.0,0,1,1,0,0,78.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.1284,0,0,1,1,1,1,1,1,0.042492,0.063325,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
93,7,2,6,4.4553,1,1,0,0,34,0,0,0.0833,1,0,1,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,86.0,0,0.5,0,0.2724,1,1,0,0,0,0,0,0,0.110974,0.573432,0.050124,1,0,0,0,0,0,0,0,0,0,0,0
29,0,1,0,2.7255,0,1,0,0,12,0,0,0.0,0,0,0,0,0.28,1,0,0,0.0,0,1,3,0,1,-1.0,0,0,0,1,0,54.0,0,0.375,0,0.1385,1,1,0,0,0,0,0,1,0.045998,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
33,0,1,0,2.9477,0,1,0,0,16,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,1,-1.0,0,0,0,0,0,-1.0,-1,0.0312,0,0.104,1,1,1,1,1,0,0,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
32,0,1,0,2.5216,0,1,0,0,17,0,0,0.0833,1,0,1,0,0.5,0,0,0,0.0,0,1,1,0,1,-1.0,0,0,0,1,0,174.0,0,0.1875,0,0.2338,1,1,0,0,0,0,0,0,0.000413,0.573432,0.032178,0,0,0,0,0,0,0,0,0,0,1,0
52,0,3,0,3.2484,2,1,0,0,27,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,-1,0.25,0,0.215,1,1,1,1,1,0,0,1,0.001444,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
33,2,2,0,3.5179,1,1,0,0,0,0,0,0.0833,1,0,1,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,33.0,0,0.5,0,0.2537,1,1,0,0,0,0,0,0,0.110974,0.573432,0.02764,1,0,0,0,0,0,0,0,0,0,0,0
23,0,2,0,3.3232,1,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,0,3402.0,0,0,1,1,0,49.0,0,0.375,0,0.2165,0,0,0,0,0,0,0,1,0.001031,0.063325,0.778259,0,0,0,1,0,0,0,0,0,0,0,0
53,0,1,0,3.1219,0,1,0,0,35,0,0,0.0,0,0,0,0,0.22,1,0,0,0.0,0,1,1,0,0,78.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.1284,0,0,1,1,1,1,1,1,0.042492,0.063325,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
38,4,2,0,3.7614,1,0,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,54.0,0,0.5,0,0.2252,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
41,0,2,0,3.2195,1,1,0,0,16,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,11160.0,0,0,1,1,0,66.0,0,0.1875,0,0.1094,0,0,0,0,0,0,0,1,0.358292,0.00495,0.778259,0,0,1,0,0,0,0,0,0,0,0,0
31,0,1,0,3.0958,0,1,0,0,12,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,1,10654.0,0,0,1,1,0,117.0,0,0.3125,0,0.1069,0,0,0,0,0,0,0,1,0.358292,0.044554,0.778259,0,0,1,0,0,0,0,0,0,0,0,0
16,0,1,0,2.75,0,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,3,0,1,2225.0,0,1,1,1,0,47.0,0,0.3125,0,0.205,0,0,0,0,0,0,0,1,0.000206,0.035479,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
32,1,2,0,3.7516,1,0,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,78.0,0,0.25,1,0.2134,1,1,0,0,0,0,0,0,0.099216,0.573432,0.10396,1,0,0,0,0,0,0,0,0,0,0,0
19,0,1,0,3.0958,0,1,0,0,0,0,0,0.0833,1,0,1,0,0.6,1,0,0,0.0,0,1,2,0,1,-1.0,0,0,0,1,0,48.0,0,0.125,0,0.2752,1,1,0,0,0,0,0,0,0.001856,0.573432,0.02764,1,0,0,0,0,0,0,0,0,0,0,0
90,0,2,0,4.0712,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,6557.0,0,0,1,1,0,88.0,0,0.3125,0,0.1264,0,0,0,0,0,0,0,1,0.358292,0.007219,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
18,0,2,0,2.6464,1,1,0,0,0,0,0,0.0833,1,0,1,0,0.5,0,0,0,0.0,0,1,1,0,0,9689.0,0,0,1,1,0,190.0,0,0.3125,0,0.2362,0,0,0,0,0,0,0,0,0.001031,0.000619,0.032178,0,0,0,0,0,0,0,0,0,0,1,0
41,0,2,0,3.0306,1,1,0,0,0,2,4,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,98.0,0,0.25,0,0.1056,1,1,0,0,0,0,0,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,1,0
62,0,2,23,4.5089,1,0,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,0,0,0,0,29.0,1,1,1,0,0,-1.0,-1,-1.0,-1,0.2402,0,0,1,1,1,1,1,1,0.003713,0.035479,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
22,0,1,0,3.3249,0,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,57.0,0,1,1,0,0,-1.0,-1,0.25,0,0.1115,0,0,1,1,1,0,0,1,0.358292,0.000206,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
31,0,1,0,3.4594,0,1,0,0,12,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,4,0,1,4839.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.2192,1,0,1,1,1,1,1,1,0.006601,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
43,1,1,0,3.5216,0,1,0,0,21,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,1,834.0,0,0,1,0,0,-1.0,-1,0.0312,0,0.1154,0,0,1,1,1,0,0,1,0.358292,0.003507,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
39,0,2,0,3.8729,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,0,4381.0,0,1,1,1,0,38.0,0,0.1875,1,0.1225,0,0,0,0,0,0,0,1,0.358292,0.005157,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
19,0,1,0,3.2776,0,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,1,-1.0,0,0,1,1,0,50.0,0,0.25,0,0.2156,0,1,0,0,0,0,0,1,0.001856,0.000206,0.778259,0,0,0,0,0,0,0,0,0,0,1,0
19,0,1,0,3.0272,0,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,4,0,1,-1.0,0,0,0,1,0,55.0,0,0.3125,0,0.2105,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,0,0,0,1,0,0,0,0,0,0,0,0
29,0,1,0,3.2516,0,1,0,0,9,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,919.0,0,1,1,0,0,-1.0,-1,0.0312,0,0.11,0,0,1,1,1,0,0,1,0.358292,0.000825,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
42,3,2,0,4.1751,1,0,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,190.0,0,0.3125,0,0.2218,1,1,0,0,0,0,0,0,0.099216,0.573432,0.10396,0,0,1,0,0,0,0,0,0,0,0,0
43,2,3,0,4.0941,2,1,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,0,0,-1.0,0,-1.0,-1,0.2202,1,1,1,1,0,1,1,0,0.099216,0.573432,0.10396,0,0,0,0,0,0,0,0,0,0,0,1
32,1,2,0,3.585,1,0,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,68.0,0,0.5,0,0.2217,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
35,2,2,0,3.4821,1,0,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,78.0,0,0.25,0,0.208,1,1,0,0,0,0,0,0,0.099216,0.573432,0.10396,1,0,0,0,0,0,0,0,0,0,0,0
35,0,1,0,3.3219,0,1,0,0,17,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,0,0,0,0,356.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.1114,0,0,1,1,1,1,1,1,0.358292,0.063325,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
37,0,1,0,3.4183,0,1,0,0,17,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.1134,1,1,1,1,1,1,1,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
32,1,2,3,3.741,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,1,0,53.0,0,0.125,0,0.1198,1,1,0,0,0,0,0,1,0.358292,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
33,1,2,0,3.5724,1,1,0,0,6,0,1,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,0,7112.0,0,0,1,1,0,149.0,0,0.125,1,0.1164,0,0,0,0,0,0,0,1,0.358292,0.000619,0.778259,0,0,0,0,0,1,0,0,0,0,0,0
46,0,3,0,4.0433,2,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,0,0.1875,0,0.1259,1,1,1,1,0,0,0,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
46,0,2,0,2.8731,1,1,0,0,25,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,0,57.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.2075,0,0,1,1,1,1,1,1,0.004332,0.003507,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
18,0,1,0,2.5216,0,1,0,0,2,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,1,6022.0,0,1,1,1,0,29.0,0,0.25,0,0.2004,0,0,0,0,0,0,0,1,0.005569,0.035479,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
17,0,1,1,3.1699,0,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,4,0,0,4996.0,0,1,1,1,0,75.0,0,0.1875,0,0.1084,0,0,0,0,0,0,0,1,0.358292,0.018152,0.778259,0,0,0,1,0,0,0,0,0,0,0,0
53,0,1,0,3.1219,0,1,0,0,35,0,0,0.0,0,0,0,0,0.22,1,0,0,0.0,0,1,1,0,0,78.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.1284,0,0,1,1,1,1,1,1,0.042492,0.063325,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
19,0,1,2,3.2776,0,0,0,0,0,0,0,0.0,0,0,0,0,0.22,1,0,0,0.0,0,1,1,0,1,127.0,0,1,1,0,0,-1.0,-1,0.25,0,0.1316,0,0,1,1,1,0,0,1,0.042492,0.007838,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
