url_length,hyphen_count,dot_count,digit_count,entropy,subdomain_depth,has_https,is_ip_address,has_at_symbol,path_length,query_param_count,special_char_count,brand_impersonation_score,brand_matched_count,brand_keyword_hit_count,brand_typosquat_hit_count,brand_has_action_word,tld_risk_score,tld_known,idn_is_homograph,idn_confusable_count,idn_risk_score,idn_punycode_flag,dns_resolves,dns_a_record_count,dns_has_aaaa,dns_has_mx,whois_domain_age_days,whois_recently_registered,whois_privacy_protected,whois_found,ssl_valid,ssl_self_signed,ssl_days_until_expiry,ssl_expired,visual_similarity_score,dom_credential_form_detected,aggregate_lexical_risk_score,whois_registrar_was_missing,whois_domain_age_days_was_missing,ssl_days_until_expiry_was_missing,ssl_issuer_was_missing,ssl_expired_was_missing,visual_similarity_score_was_missing,dom_credential_form_detected_was_missing,category_was_missing,tld_freq,whois_registrar_freq,category_freq,ssl_issuer_google_trust_services,ssl_issuer_let's_encrypt,ssl_issuer_digicert_inc,ssl_issuer_amazon,ssl_issuer_globalsign_nv_sa,ssl_issuer_sectigo_limited,ssl_issuer_godaddycom_inc,ssl_issuer_godaddycom,ssl_issuer_hellenic_academic_and_research_institutions_ca,ssl_issuer_microsoft_corporation,ssl_issuer_other,ssl_issuer_missing
32,0,1,0,3.1219,0,1,0,0,14,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,1,-1.0,0,0,0,0,0,-1.0,-1,0.0312,0,0.2124,1,1,1,1,1,0,0,1,0.001856,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
73,0,6,0,4.3862,5,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,12.0,1,0,1,0,0,-1.0,-1,0.0312,0,0.1327,0,0,1,1,1,0,0,1,0.358292,0.016295,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
24,0,1,0,3.625,0,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,1,11039.0,0,0,1,1,0,74.0,0,0.25,1,0.1175,0,0,0,0,0,0,0,1,0.358292,0.063325,0.778259,0,0,0,0,1,0,0,0,0,0,0,0
24,0,1,0,3.0778,0,0,0,0,0,0,0,0.0,0,0,0,0,0.55,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,1,0,81.0,0,0.3125,0,0.2266,1,1,0,0,0,0,0,1,0.004744,0.573432,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
16,0,1,2,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.9,1,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.33,1,1,1,1,1,1,1,1,0.002475,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
33,0,2,1,3.6887,1,1,0,0,0,0,0,0.0,0,0,0,0,0.22,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,-1,0.0312,0,0.1398,1,1,1,1,1,0,0,1,0.042492,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
27,0,2,0,3.3502,1,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,74.0,0,0.5,0,0.217,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
31,0,1,0,3.085,0,1,0,0,11,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.1067,1,1,1,1,1,1,1,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
32,0,2,4,3.6212,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,1,0,53.0,0,-1.0,-1,0.1174,1,1,0,0,0,1,1,1,0.358292,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
34,1,2,0,3.4885,1,0,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,65.0,0,0.5,0,0.2198,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
42,3,2,0,3.8997,1,1,0,0,0,0,0,0.5667,3,0,4,1,0.7,1,0,0,0.0,0,1,2,0,0,2773.0,0,0,1,1,0,82.0,0,0.1875,0,0.5147,0,0,0,0,0,0,0,0,0.004744,0.044554,0.050124,0,1,0,0,0,0,0,0,0,0,0,0
33,0,1,0,2.8454,0,1,0,0,14,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,1,-1.0,0,0,0,0,0,-1.0,-1,0.0312,0,0.2069,1,1,1,1,1,0,0,1,0.003919,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
14,0,1,0,2.585,0,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,1,2970.0,0,0,1,1,0,66.0,0,0.375,0,0.2017,0,0,0,0,0,0,0,1,0.000619,0.002063,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
27,0,3,0,3.4194,2,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,4,0,0,6355.0,0,0,1,1,0,10.0,0,0.1875,0,0.2184,0,0,0,0,0,0,0,1,0.001856,0.005157,0.778259,0,0,0,0,0,0,0,0,0,0,1,0
21,0,2,0,2.6258,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,8272.0,0,0,1,0,0,-1.0,-1,0.25,0,0.0975,0,0,1,1,1,0,0,1,0.358292,0.044554,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
31,1,2,0,3.7544,1,1,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,78.0,0,0.1875,1,0.2134,1,1,0,0,0,0,0,0,0.099216,0.573432,0.10396,1,0,0,0,0,0,0,0,0,0,0,0
42,0,2,0,3.4548,1,1,0,0,17,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,1,-1.0,0,0,0,1,0,72.0,0,0.1875,0,0.2191,1,1,0,0,0,0,0,1,0.008663,0.573432,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
44,0,3,0,3.6367,2,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,0,-1.0,-1,0.1177,1,1,1,1,0,1,1,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
37,0,3,0,3.7714,2,0,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,0,0,-1.0,0,-1.0,-1,0.2137,1,1,1,1,0,1,1,0,0.099216,0.573432,0.10396,0,0,0,0,0,0,0,0,0,0,0,1
39,0,1,0,3.5945,0,1,0,0,10,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.1169,1,1,1,1,1,1,1,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
38,0,3,1,3.6947,2,0,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,0,0,-1.0,0,-1.0,-1,0.2122,1,1,1,1,0,1,1,0,0.099216,0.573432,0.10396,0,0,0,0,0,0,0,0,0,0,0,1
38,0,2,0,4.0817,1,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,1,0,53.0,0,0.125,0,0.1266,1,1,0,0,0,0,0,1,0.358292,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
45,0,2,1,3.6538,1,1,0,0,15,0,0,0.0,0,0,0,0,0.28,1,0,0,0.0,0,1,4,0,0,-1.0,0,0,0,1,0,51.0,0,0.125,0,0.1571,1,1,0,0,0,0,0,1,0.045998,0.573432,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
18,0,1,0,2.6464,0,1,0,0,0,0,0,0.0833,1,0,1,0,0.5,0,0,0,0.0,0,1,2,0,1,-1.0,0,0,0,1,0,89.0,0,0.25,0,0.2362,1,1,0,0,0,0,0,0,0.000206,0.573432,0.050124,0,0,0,0,1,0,0,0,0,0,0,0
26,0,2,0,3.3788,1,1,0,0,4,0,0,0.0833,1,0,1,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.2509,1,1,1,1,1,1,1,0,0.000825,0.573432,0.10396,0,0,0,0,0,0,0,0,0,0,0,1
34,0,1,0,2.9219,0,1,0,0,16,0,0,0.0,0,0,0,0,0.22,1,0,0,0.0,0,0,0,0,0,2758.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.1244,0,0,1,1,1,1,1,1,0.042492,0.063325,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
64,1,2,2,3.9754,1,1,0,0,35,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,84.0,0,0.1875,0,0.2295,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
31,0,2,0,3.3342,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,0,65.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.1117,0,0,1,1,1,1,1,1,0.358292,0.063325,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
39,0,1,0,3.3372,0,1,0,0,14,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,0,0,0,0,2207.0,0,1,1,0,0,-1.0,-1,-1.0,-1,0.1117,0,0,1,1,1,1,1,1,0.358292,0.002063,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
32,0,1,0,3.3219,0,1,0,0,14,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,3,0,1,6578.0,0,0,1,1,0,89.0,0,0.375,0,0.1114,0,0,0,0,0,0,0,1,0.358292,0.001031,0.778259,0,0,0,1,0,0,0,0,0,0,0,0
19,0,2,0,2.914,1,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,4,0,0,-1.0,0,0,0,0,0,-1.0,-1,0.25,0,0.2083,1,1,1,1,1,0,0,1,0.006601,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
25,0,2,0,3.7345,1,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,1,-1.0,0,0,0,1,0,33.0,0,0.25,0,0.2247,1,1,0,0,0,0,0,1,0.007426,0.573432,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
69,0,2,0,3.677,1,0,0,0,23,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,3,0,1,877.0,0,1,1,1,0,188.0,0,0.0625,1,0.1185,0,0,0,0,0,0,0,1,0.358292,0.018152,0.778259,0,0,0,1,0,0,0,0,0,0,0,0
33,0,1,0,3.0958,0,1,0,0,14,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,0,328.0,0,0,1,1,0,56.0,0,0.375,0,0.1069,0,0,0,0,0,0,0,1,0.358292,0.063325,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
31,0,3,0,3.5884,2,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,2,0,0,7470.0,0,0,1,0,0,-1.0,-1,0.3125,0,0.1168,0,0,1,1,1,0,0,1,0.358292,0.044554,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
26,2,1,0,3.3083,0,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,0,0,0,0,4.0,1,1,1,0,0,-1.0,-1,-1.0,-1,0.1112,0,0,1,1,1,1,1,1,0.358292,0.001031,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
26,0,2,0,3.3372,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,1,7373.0,0,0,1,1,0,89.0,0,0.125,0,0.1117,0,0,0,0,0,0,0,1,0.358292,0.063325,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
51,4,2,0,4.044,1,1,0,0,0,0,0,0.25,3,0,3,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,78.0,0,0.3125,0,0.2859,1,1,0,0,0,0,0,0,0.099216,0.573432,0.004125,1,0,0,0,0,0,0,0,0,0,0,0
57,0,1,1,2.8074,0,1,0,0,42,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,1,-1.0,0,0,1,1,0,32.0,0,-1.0,-1,0.2061,0,1,0,0,0,1,1,1,0.003919,0.001856,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
20,0,1,0,1.9219,0,1,0,0,7,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,4,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.1884,1,1,1,1,1,1,1,1,0.000619,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
43,1,3,3,4.0116,2,0,0,0,0,0,0,0.1667,1,0,1,0,0.15,1,0,0,0.0,0,1,2,0,0,4678.0,0,0,1,0,0,-1.0,0,0.4375,0,0.1919,0,0,1,1,0,0,0,0,0.358292,0.063325,0.02764,0,0,0,0,0,0,0,0,0,0,0,1
84,1,2,13,4.2264,1,1,0,0,44,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,1,0,78.0,0,0.3125,0,0.2228,1,1,0,0,0,0,0,0,0.099216,0.573432,0.10396,1,0,0,0,0,0,0,0,0,0,0,0
27,0,1,0,2.9477,0,1,0,0,10,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.104,1,1,1,1,1,1,1,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
34,0,1,0,2.9477,0,1,0,0,17,0,0,0.0833,1,0,1,0,0.1,1,0,0,0.0,0,1,1,0,1,10259.0,0,0,1,0,0,-1.0,-1,0.0312,0,0.1223,0,0,1,1,1,0,0,0,0.024959,0.000413,0.032178,0,0,0,0,0,0,0,0,0,0,0,1
35,0,1,0,2.914,0,1,0,0,16,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,1,-1.0,0,0,0,0,0,-1.0,-1,0.0312,0,0.2083,1,1,1,1,1,0,0,1,0.003507,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
23,0,1,0,3.3232,0,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,1,9142.0,0,0,1,1,0,39.0,0,0.125,1,0.1115,0,0,0,0,0,0,0,1,0.358292,0.063325,0.778259,0,0,0,0,0,0,0,0,0,0,1,0
34,0,1,0,3.0221,0,1,0,0,14,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,3,0,1,8169.0,0,1,1,1,0,67.0,0,-1.0,-1,0.1054,0,0,0,0,0,1,1,1,0.358292,0.035479,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
37,0,1,0,3.3788,0,1,0,0,15,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,1,-1.0,0,0,0,0,0,-1.0,-1,0.0312,0,0.1126,1,1,1,1,1,0,0,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
24,0,2,6,3.2028,1,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,-1,0.1875,0,0.1091,1,1,1,1,1,0,0,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
36,1,3,2,3.9677,2,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,0,-1.0,-1,0.1244,1,1,1,1,0,1,1,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
23,0,2,0,3.0391,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,3,0,0,3719.0,0,0,1,1,0,179.0,0,0.1875,0,0.1058,0,0,0,0,0,0,0,1,0.358292,0.063325,0.778259,0,0,0,1,0,0,0,0,0,0,0,0
31,0,2,0,2.9477,1,1,0,0,7,1,2,0.0833,1,0,1,0,0.5,0,0,0,0.0,0,1,1,0,1,-1.0,0,0,1,1,0,59.0,0,0.1875,0,0.2423,0,1,0,0,0,0,0,0,0.003919,0.000206,0.032178,0,1,0,0,0,0,0,0,0,0,0,0
30,0,2,0,3.4613,1,1,0,0,3,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,6,0,0,8883.0,0,1,1,1,0,70.0,0,-1.0,-1,0.1142,0,0,0,0,0,1,1,1,0.358292,0.001031,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
52,0,3,3,4.2805,2,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,0,0.25,0,0.1306,1,1,1,1,0,0,0,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
44,1,3,12,4.2527,2,0,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.2234,1,1,1,1,1,1,1,0,0.099216,0.573432,0.10396,0,0,0,0,0,0,0,0,0,0,0,1
38,1,3,2,4.0029,2,0,0,0,0,0,0,0.0833,1,0,1,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,0,0.125,0,0.1584,1,1,1,1,0,0,0,0,0.358292,0.573432,0.032178,0,0,0,0,0,0,0,0,0,0,0,1
78,0,4,20,4.4777,3,1,0,0,11,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,60.0,0,0.375,0,0.2396,1,1,0,0,0,0,0,1,0.008663,0.573432,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
40,1,3,0,3.8213,2,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,0,-1.0,-1,0.1214,1,1,1,1,0,1,1,1,0.358292,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
34,1,2,0,3.7924,1,0,0,0,0,0,0,0.0833,1,0,1,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,1,0,53.0,0,0.3125,0,0.1542,1,1,0,0,0,0,0,0,0.358292,0.573432,0.032178,1,0,0,0,0,0,0,0,0,0,0,0
60,1,2,2,3.9754,1,1,0,0,31,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,84.0,0,0.1875,0,0.2295,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
31,1,2,0,3.4251,1,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.2185,1,1,1,1,1,1,1,1,0.000413,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
30,0,1,0,3.0,0,1,0,0,14,0,0,0.0,0,0,0,0,0.01,1,0,0,0.0,0,0,0,0,1,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.063,1,1,1,1,1,1,1,1,0.000206,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
49,0,3,0,3.9587,2,1,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,0,0,-1.0,0,-1.0,-1,0.2175,1,1,1,1,0,1,1,0,0.099216,0.573432,0.10396,0,0,0,0,0,0,0,0,0,0,0,1
77,0,3,10,2.5654,2,0,1,0,26,1,3,0.0,0,0,0,0,0.5,0,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,-1,0.1875,0,0.2013,1,1,1,1,1,0,0,1,0.005982,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
35,2,2,0,3.6619,1,0,0,0,0,0,0,0.1667,1,0,1,0,0.28,1,0,0,0.0,0,1,2,0,0,4873.0,0,0,1,1,0,42.0,0,0.25,0,0.2239,0,0,0,0,0,0,0,0,0.045998,0.044554,0.02764,1,0,0,0,0,0,0,0,0,0,0,0
33,0,1,0,2.281,0,1,0,0,16,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,1,9498.0,0,0,1,0,0,-1.0,-1,0.25,0,0.1956,0,0,1,1,1,0,0,1,0.005363,0.00165,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
38,0,2,2,3.9754,1,1,0,0,8,0,0,0.0,0,0,0,0,0.28,1,0,0,0.0,0,1,4,0,0,-1.0,0,0,0,1,0,51.0,0,0.125,0,0.1635,1,1,0,0,0,0,0,1,0.045998,0.573432,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
35,1,3,3,4.0749,2,1,0,0,0,0,0,0.0833,1,0,1,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,0,-1.0,-1,0.1598,1,1,1,1,0,1,1,0,0.358292,0.573432,0.050124,0,0,0,0,0,0,0,0,0,0,0,1
21,0,1,3,3.2516,0,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,1,472.0,0,1,1,0,0,-1.0,-1,-1.0,-1,0.11,0,0,1,1,1,1,1,1,0.358292,0.007838,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
36,0,1,0,3.2391,0,1,0,0,9,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.2148,1,1,1,1,1,1,1,1,0.015883,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
42,0,2,4,3.9354,1,1,0,0,0,1,2,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,1,0,53.0,0,-1.0,-1,0.1237,1,1,0,0,0,1,1,1,0.358292,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
21,0,2,0,2.8554,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,5,0,0,9020.0,0,0,1,1,0,62.0,0,-1.0,-1,0.1021,0,0,0,0,0,1,1,1,0.358292,0.063325,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
20,0,1,0,3.2516,0,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,1,-1.0,0,0,0,1,0,77.0,0,-1.0,-1,0.11,1,1,0,0,0,1,1,1,0.358292,0.573432,0.778259,0,0,0,0,0,1,0,0,0,0,0,0
34,0,1,0,3.1699,0,1,0,0,7,1,2,0.0,0,0,0,0,0.22,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,89.0,0,0.1875,0,0.1294,1,1,0,0,0,0,0,1,0.042492,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
45,4,2,9,4.2947,1,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,66.0,0,0.5,0,0.2359,1,1,0,0,0,0,0,1,0.110974,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
31,0,2,0,3.5726,1,1,0,0,0,0,0,0.0833,1,0,1,0,0.35,1,0,0,0.0,0,1,2,0,0,-1.0,0,0,0,1,0,78.0,0,0.0312,0,0.2098,1,1,0,0,0,0,0,0,0.099216,0.573432,0.10396,1,0,0,0,0,0,0,0,0,0,0,0
114,0,3,0,3.2484,2,1,0,0,36,1,2,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,1,0,84.0,0,0.1875,0,0.215,1,1,0,0,0,0,0,1,0.001444,0.573432,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
21,0,1,0,3.4183,0,1,0,0,0,0,0,0.0833,1,0,1,0,0.5,0,0,0,0.0,0,1,1,0,1,-1.0,0,0,0,1,0,42.0,0,-1.0,-1,0.2517,1,1,0,0,0,1,1,0,0.000206,0.573432,0.02764,0,1,0,0,0,0,0,0,0,0,0,0
42,1,2,0,3.4595,1,1,0,0,7,0,0,0.0,0,0,0,0,0.28,1,0,0,0.0,0,1,4,0,0,-1.0,0,0,0,1,0,51.0,0,0.25,0,0.1532,1,1,0,0,0,0,0,1,0.045998,0.573432,0.778259,0,1,0,0,0,0,0,0,0,0,0,0
21,0,1,0,3.1808,0,1,0,0,0,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,0,0,0,1,-1.0,0,0,0,0,0,-1.0,-1,0.125,0,0.2136,1,1,1,1,1,0,0,1,0.015883,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
47,1,2,0,3.6635,1,1,0,0,17,0,0,0.0,0,0,0,0,0.5,0,0,0,0.0,0,1,1,0,1,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.2233,1,1,1,1,1,1,1,1,0.007426,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
38,0,1,2,3.3788,0,1,0,0,16,0,0,0.0,0,0,0,0,0.9,1,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,-1,-1.0,-1,0.3376,1,1,1,1,1,1,1,1,0.002475,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
24,0,1,0,3.1219,0,1,0,0,6,0,0,0.0,0,0,0,0,0.22,1,0,0,0.0,0,0,0,0,0,1092.0,0,0,1,0,0,-1.0,-1,-1.0,-1,0.1284,0,0,1,1,1,1,1,1,0.042492,0.044554,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
78,0,3,10,2.5654,2,0,1,0,26,1,3,0.0,0,0,0,0,0.5,0,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,-1,0.1875,0,0.2013,1,1,1,1,1,0,0,1,0.005982,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
41,3,2,0,3.9683,1,0,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,1489.0,0,0,1,1,0,155.0,0,0.25,1,0.1244,0,0,0,0,0,0,0,1,0.358292,0.006394,0.778259,0,0,1,0,0,0,0,0,0,0,0,0
40,1,1,2,3.4566,0,1,0,0,17,0,0,0.0,0,0,0,0,0.1,1,0,0,0.0,0,1,2,0,0,309.0,0,1,1,0,0,-1.0,-1,-1.0,-1,0.0991,0,0,1,1,1,1,1,1,0.024959,0.035479,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
35,1,2,4,3.7193,1,1,0,0,0,0,0,0.0,0,0,0,0,0.15,1,0,0,0.0,0,1,1,0,0,-1.0,0,0,0,1,0,53.0,0,0.125,0,0.1194,1,1,0,0,0,0,0,1,0.358292,0.573432,0.778259,1,0,0,0,0,0,0,0,0,0,0,0
75,0,3,10,2.5654,2,0,1,0,26,1,3,0.0,0,0,0,0,0.5,0,0,0,0.0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,-1,0.1875,0,0.2013,1,1,1,1,1,0,0,1,0.005982,0.573432,0.778259,0,0,0,0,0,0,0,0,0,0,0,1
